year,month,sido,houseCnt,usage,dong,ds,prophet_pred,xgb_pred
2014,1,대전광역시,91300.0,242.0,대덕구,2014-01-01,233.47241236479292,242.41599
2014,2,대전광역시,91398.0,242.75,대덕구,2014-02-01,235.24670066036967,242.58508
2014,3,대전광역시,91492.0,211.38,대덕구,2014-03-01,204.62104390824177,212.77618
2014,4,대전광역시,91526.0,220.26,대덕구,2014-04-01,210.72821577323614,220.84135
2014,5,대전광역시,91509.0,203.83,대덕구,2014-05-01,193.46924749194466,204.40158
2014,6,대전광역시,91495.0,206.7,대덕구,2014-06-01,195.75308997495569,206.70476
2014,7,대전광역시,91459.0,207.52,대덕구,2014-07-01,212.05596786835684,214.20143
2014,8,대전광역시,91418.0,235.09,대덕구,2014-08-01,274.1964538759582,235.71136
2014,9,대전광역시,91475.0,215.4,대덕구,2014-09-01,252.14097687706882,215.27963
2014,10,대전광역시,91461.0,200.77,대덕구,2014-10-01,198.47309486827854,200.82657
2014,11,대전광역시,91505.0,213.65,대덕구,2014-11-01,200.41951794284628,211.97769
2014,12,대전광역시,91609.0,223.09,대덕구,2014-12-01,210.26145187784513,223.19275
2015,1,대전광역시,91572.0,242.91,대덕구,2015-01-01,231.93695759323907,242.53328
2015,2,대전광역시,91573.0,239.24,대덕구,2015-02-01,232.3777971112472,239.51715
2015,3,대전광역시,91589.0,209.92,대덕구,2015-03-01,202.35737056870204,210.40498
2015,4,대전광역시,91626.0,218.71,대덕구,2015-04-01,209.72445914891713,218.7807
2015,5,대전광역시,91673.0,202.13,대덕구,2015-05-01,193.45083539948553,201.13356
2015,6,대전광역시,91710.0,202.13,대덕구,2015-06-01,196.1738805363253,202.05666
2015,7,대전광역시,91759.0,203.51,대덕구,2015-07-01,211.52785838339153,204.16786
2015,8,대전광역시,91816.0,249.83,대덕구,2015-08-01,274.31325701864597,249.46266
2015,9,대전광역시,91866.0,225.24,대덕구,2015-09-01,244.93905007092292,224.98471
2015,10,대전광역시,91952.0,193.87,대덕구,2015-10-01,197.5721935101935,193.58151
2015,11,대전광역시,92013.0,206.61,대덕구,2015-11-01,202.05103323485864,206.99916
2015,12,대전광역시,92128.0,218.08,대덕구,2015-12-01,212.13587651048172,218.11761
2016,1,대전광역시,92096.0,234.87,대덕구,2016-01-01,230.30030725245575,234.53568
2016,2,대전광역시,92261.0,237.92,대덕구,2016-02-01,229.4620872068828,237.79344
2016,3,대전광역시,92265.0,214.2,대덕구,2016-03-01,204.94726909103906,213.03441
2016,4,대전광역시,92395.0,212.59,대덕구,2016-04-01,208.55774854094207,213.02364
2016,5,대전광역시,92415.0,195.03,대덕구,2016-05-01,189.29288255978398,196.08612
2016,6,대전광역시,92415.0,196.54,대덕구,2016-06-01,190.57745938097958,196.44128
2016,7,대전광역시,92349.0,206.09,대덕구,2016-07-01,208.66635462251816,208.14723
2016,8,대전광역시,92333.0,267.96,대덕구,2016-08-01,269.24246135926535,236.73036
2016,9,대전광역시,92361.0,251.45,대덕구,2016-09-01,262.12935095495214,250.79463
2016,10,대전광역시,92325.0,194.21,대덕구,2016-10-01,196.38761424096847,194.11185
2016,11,대전광역시,92362.0,204.24,대덕구,2016-11-01,193.05523033594852,204.05038
2016,12,대전광역시,92450.0,212.96,대덕구,2016-12-01,202.02595487572103,212.99258
2017,1,대전광역시,92506.0,227.94,대덕구,2017-01-01,230.57018306227585,228.41855
2017,2,대전광역시,92656.0,231.83,대덕구,2017-02-01,233.72940717621148,231.99792
2017,3,대전광역시,92622.0,200.79,대덕구,2017-03-01,202.59404708212392,200.71411
2017,4,대전광역시,92719.0,209.96,대덕구,2017-04-01,207.44834134812285,203.97879
2017,5,대전광역시,93529.0,189.86,대덕구,2017-05-01,189.19161975425362,189.46773
2017,6,대전광역시,93509.0,184.59,대덕구,2017-06-01,190.99567363104853,188.80249
2017,7,대전광역시,93543.0,205.81,대덕구,2017-07-01,208.210439573947,203.70244
2017,8,대전광역시,93351.0,255.69,대덕구,2017-08-01,269.61509812410293,255.73558
2017,9,대전광역시,93125.0,221.01,대덕구,2017-09-01,254.9825337741981,247.38324
2017,10,대전광역시,92849.0,185.91,대덕구,2017-10-01,195.18757787797537,186.30605
2017,11,대전광역시,92705.0,200.72,대덕구,2017-11-01,194.52853607706638,199.7884
2017,12,대전광역시,92923.0,211.05,대덕구,2017-12-01,203.9989010141128,211.25562
2018,1,대전광역시,92853.0,229.17,대덕구,2018-01-01,229.1358384298438,228.26363
2018,2,대전광역시,92866.0,235.31,대덕구,2018-02-01,230.91013168983548,228.36671
2018,3,대전광역시,92897.0,200.64,대덕구,2018-03-01,200.28447942165616,200.57028
2018,4,대전광역시,92963.0,205.8,대덕구,2018-04-01,206.39165639634945,204.7175
2018,5,대전광역시,92927.0,190.76,대덕구,2018-05-01,189.13269305997818,189.70477
2018,6,대전광역시,92932.0,193.27,대덕구,2018-06-01,191.416540622692,193.73499
2018,7,대전광역시,92994.0,208.02,대덕구,2018-07-01,207.7194234319286,200.89049
2018,8,대전광역시,93005.0,316.34,대덕구,2018-08-01,269.85993112809155,271.95425
2018,9,대전광역시,93105.0,255.21,대덕구,2018-09-01,247.8044758177217,237.2312
2018,10,대전광역시,93133.0,184.26,대덕구,2018-10-01,194.13661467254462,184.86472
2018,11,대전광역시,93176.0,194.88,대덕구,2018-11-01,196.08305930619719,194.61873
2018,12,대전광역시,93245.0,207.75,대덕구,2018-12-01,205.92917825822798,207.13478
2019,1,대전광역시,93354.0,227.25,대덕구,2019-01-01,227.60900849120983,230.59183
2019,2,대전광역시,93479.0,225.78,대덕구,2019-02-01,228.05417253588666,225.24475
2019,3,대전광역시,93471.0,197.03,대덕구,2019-03-01,198.03765201735501,197.18935
2019,4,대전광역시,93467.0,205.78,대덕구,2019-04-01,205.41091230507226,204.39478
2019,5,대전광역시,93520.0,187.23,대덕구,2019-05-01,189.1432611757956,187.58322
2019,6,대전광역시,93564.0,187.6,대덕구,2019-06-01,191.8724780201384,192.06615
2019,7,대전광역시,93585.0,191.53,대덕구,2019-07-01,207.23242845106165,193.52454
2019,8,대전광역시,93570.0,256.65,대덕구,2019-08-01,270.02399875631403,256.24854
2019,9,대전광역시,93610.0,248.29,대덕구,2019-09-01,240.72338046834318,247.7199
2019,10,대전광역시,93590.0,192.5,대덕구,2019-10-01,193.42773873965766,186.22699
2019,11,대전광역시,93632.0,192.46,대덕구,2019-11-01,197.9801671186367,193.1458
2019,12,대전광역시,93653.0,202.06,대덕구,2019-12-01,208.1362252210042,202.02242
2020,1,대전광역시,93647.0,219.71,대덕구,2020-01-01,226.466509662937,221.91513
2020,2,대전광역시,93684.0,221.15,대덕구,2020-02-01,225.79414331736555,222.24518
2020,3,대전광역시,93733.0,205.06,대덕구,2020-03-01,201.43447864811245,205.15842
2020,4,대전광역시,93722.0,209.19,대덕구,2020-04-01,205.2108117823358,210.40942
2020,5,대전광역시,96055.0,189.08,대덕구,2020-05-01,186.18132972203642,190.20027
2020,6,대전광역시,95911.0,188.32,대덕구,2020-06-01,187.70913659476463,192.71646
2020,7,대전광역시,96069.0,198.16,대덕구,2020-07-01,206.03341577077006,207.05888
2020,8,대전광역시,95953.0,224.06,대덕구,2020-08-01,266.8527525731408,225.66103
2020,9,대전광역시,95885.0,269.84,대덕구,2020-09-01,260.04151408624034,269.22433
2020,10,대전광역시,95810.0,187.78,대덕구,2020-10-01,194.5919114859417,193.84851
2020,11,대전광역시,95828.0,196.4,대덕구,2020-11-01,191.56139902586594,204.09319
2020,12,대전광역시,95831.0,205.8,대덕구,2020-12-01,200.82425722200463,206.51399
2021,1,대전광역시,95737.0,233.76,대덕구,2021-01-01,229.68278722465757,233.46358
2021,2,대전광역시,95747.0,234.49,대덕구,2021-02-01,233.15631315465117,233.87965
2021,3,대전광역시,95722.0,198.95,대덕구,2021-03-01,202.3048385701503,204.14523
2021,4,대전광역시,95731.0,206.45,대덕구,2021-04-01,207.47343465029346,206.61932
2021,5,대전광역시,95801.0,191.07,대덕구,2021-05-01,189.52808144026497,191.23024
2021,6,대전광역시,95841.0,196.28,대덕구,2021-06-01,191.6538826469891,196.72499
2021,7,대전광역시,94900.0,215.18,대덕구,2021-07-01,209.1800169736735,211.12766
2021,8,대전광역시,96593.0,300.17,대덕구,2021-08-01,270.9064227624849,297.76758
2021,9,대전광역시,96591.0,239.7,대덕구,2021-09-01,256.5956056511728,240.78194
2021,10,대전광역시,96651.0,193.42,대덕구,2021-10-01,197.1120180678757,193.53275
2021,11,대전광역시,96722.0,198.6,대덕구,2021-11-01,196.77472352363296,198.74095
2021,12,대전광역시,96711.0,206.01,대덕구,2021-12-01,206.55645270556627,206.17876
2022,1,대전광역시,96768.0,228.79,대덕구,2022-01-01,232.01513317432327,229.4882
2022,2,대전광역시,96748.0,232.26,대덕구,2022-02-01,234.11117092875827,231.80777
2022,3,대전광역시,96243.0,204.63,대덕구,2022-03-01,203.7761265910357,204.45982
2022,4,대전광역시,96229.0,211.64,대덕구,2022-04-01,210.2050479148626,210.98972
2022,5,대전광역시,96227.0,188.43,대덕구,2022-05-01,193.25745007758192,188.27963
2022,6,대전광역시,96215.0,193.54,대덕구,2022-06-01,195.8630420756022,189.91957
2022,7,대전광역시,96215.0,238.33,대덕구,2022-07-01,212.47729046738505,236.59886
2022,8,대전광역시,96318.0,290.95,대덕구,2022-08-01,274.9395259900181,291.3873
2022,9,대전광역시,96397.0,254.33,대덕구,2022-09-01,253.2057985061207,255.0314
2022,10,대전광역시,96481.0,198.1,대덕구,2022-10-01,199.84928688734072,197.95369
2022,11,대전광역시,96513.0,197.66,대덕구,2022-11-01,202.11745936496757,196.68167
2022,12,대전광역시,96541.0,206.25,대덕구,2022-12-01,212.2707636899845,206.36812
2023,1,대전광역시,96627.0,234.13,대덕구,2023-01-01,234.26801880841228,228.88936
2023,2,대전광역시,96658.0,230.35,대덕구,2023-02-01,235.03060773849148,227.55229
2023,3,대전광역시,96785.0,193.91,대덕구,2023-03-01,205.30079356814102,210.17548
2023,4,대전광역시,96793.0,198.92,대덕구,2023-04-01,212.98963156043504,199.86609
2023,5,대전광역시,96886.0,187.14,대덕구,2023-05-01,197.02737820978263,187.00107
2023,6,대전광역시,96930.0,192.1,대덕구,2023-06-01,200.0721727587046,192.32219
2023,7,대전광역시,96884.0,220.57,대덕구,2023-07-01,215.73752096824305,221.0727
2023,8,대전광역시,96892.0,290.09,대덕구,2023-08-01,278.84466897806055,289.66412
2023,9,대전광역시,96865.0,284.19,대덕구,2023-09-01,249.7922114049075,284.14996
2023,10,대전광역시,97770.0,203.36,대덕구,2023-10-01,202.73672520664886,203.16245
2023,11,대전광역시,98472.0,188.99,대덕구,2023-11-01,207.53731430036967,196.90926
2023,12,대전광역시,98476.0,201.0,대덕구,2023-12-01,217.93352793317186,200.89114
2024,1,대전광역시,98502.0,221.47,대덕구,2024-01-01,236.41970804423116,224.08713
2024,2,대전광역시,98589.0,222.87,대덕구,2024-02-01,235.9032373677512,223.24207
2024,3,대전광역시,98584.0,201.08,대덕구,2024-03-01,211.68941058250152,200.7786
2024,4,대전광역시,98822.0,200.81,대덕구,2024-04-01,215.6216393858022,201.54996
2024,5,대전광역시,98809.0,182.16,대덕구,2024-05-01,196.66814374664773,182.54727
2024,6,대전광역시,98807.0,189.71,대덕구,2024-06-01,198.27446992124908,189.55896
2024,7,대전광역시,98838.0,221.23,대덕구,2024-07-01,216.6747355183899,221.20824
2024,8,대전광역시,98866.0,309.87,대덕구,2024-08-01,277.57259162261767,309.701
2024,9,대전광역시,98874.0,328.96,대덕구,2024-09-01,270.78123058582133,329.54562
2024,10,대전광역시,98837.0,241.13,대덕구,2024-10-01,205.35086422740423,240.46913
2024,11,대전광역시,98887.0,190.72,대덕구,2024-11-01,202.3402292173219,191.53358
2024,12,대전광역시,98768.0,197.92,대덕구,2024-12-01,211.62232365541064,198.21582
2025,1,,,,대덕구,,240.4883007369,235.24872
2025,2,,,,대덕구,,243.96927374575822,231.29292
2025,3,,,,대덕구,,213.12452555501721,221.074
2025,4,,,,대덕구,,218.3005687140161,207.85857
2025,5,,,,대덕구,,200.35521701658686,188.13249
2025,6,,,,대덕구,,202.48101978638715,195.70822
2025,7,,,,대덕구,,220.00715562573188,220.0713
2025,8,,,,대덕구,,281.7335629775834,313.9613
2025,9,,,,대덕구,,267.4227474293525,278.90384
2025,10,,,,대덕구,,207.9391613412155,224.96368
2025,11,,,,대덕구,,207.60186834198345,203.18605
2025,12,,,,대덕구,,217.38359901913475,202.94945
2014,1,대전광역시,125357.0,226.39,동구,2014-01-01,220.77795360278267,223.23315
2014,2,대전광역시,125366.0,227.24,동구,2014-02-01,221.31948397116238,224.6742
2014,3,대전광역시,125473.0,197.34,동구,2014-03-01,191.38947201270696,197.54652
2014,4,대전광역시,125508.0,207.21,동구,2014-04-01,199.34858762708083,211.32315
2014,5,대전광역시,125391.0,192.79,동구,2014-05-01,183.12906316535722,189.15805
2014,6,대전광역시,125379.0,196.99,동구,2014-06-01,187.6866012842963,196.8315
2014,7,대전광역시,125320.0,198.64,동구,2014-07-01,203.57271480807256,198.43944
2014,8,대전광역시,125392.0,222.08,동구,2014-08-01,261.2456535621052,221.66963
2014,9,대전광역시,125473.0,202.27,동구,2014-09-01,226.70315330171516,202.56032
2014,10,대전광역시,125476.0,187.5,동구,2014-10-01,186.82816165637763,187.4676
2014,11,대전광역시,125545.0,205.04,동구,2014-11-01,191.4384064292812,204.8379
2014,12,대전광역시,125648.0,214.3,동구,2014-12-01,200.88231896465314,213.92052
2015,1,대전광역시,125850.0,228.85,동구,2015-01-01,217.27231342614695,228.11575
2015,2,대전광역시,125910.0,223.75,동구,2015-02-01,217.01518758444305,221.13943
2015,3,대전광역시,125888.0,197.38,동구,2015-03-01,188.26577459988033,197.31857
2015,4,대전광역시,125989.0,206.6,동구,2015-04-01,198.41036318146178,206.52809
2015,5,대전광역시,125972.0,189.22,동구,2015-05-01,182.3099993136917,185.9616
2015,6,대전광역시,125992.0,191.76,동구,2015-06-01,186.76093351625715,191.84148
2015,7,대전광역시,126172.0,191.34,동구,2015-07-01,201.4373095849226,191.62122
2015,8,대전광역시,126354.0,238.63,동구,2015-08-01,261.4604337275566,238.96191
2015,9,대전광역시,126513.0,201.73,동구,2015-09-01,217.16287065515073,202.84863
2015,10,대전광역시,126562.0,183.14,동구,2015-10-01,185.50930479186604,182.92747
2015,11,대전광역시,126618.0,197.76,동구,2015-11-01,193.11780303159557,198.26814
2015,12,대전광역시,126811.0,206.49,동구,2015-12-01,202.06545899207208,207.51862
2016,1,대전광역시,127388.0,216.24,동구,2016-01-01,213.6502111886654,216.13785
2016,2,대전광역시,127682.0,223.14,동구,2016-02-01,212.67883531101427,222.9774
2016,3,대전광역시,127670.0,197.53,동구,2016-03-01,189.7548497393659,197.48509
2016,4,대전광역시,127581.0,198.37,동구,2016-04-01,193.30286382034706,198.36104
2016,5,대전광역시,127594.0,183.49,동구,2016-05-01,176.72995360068748,183.4689
2016,6,대전광역시,128210.0,185.56,동구,2016-06-01,181.3978853342999,185.34845
2016,7,대전광역시,128478.0,196.79,동구,2016-07-01,199.67583660944263,196.77124
2016,8,대전광역시,128800.0,252.39,동구,2016-08-01,252.32545271999066,242.84259
2016,9,대전광역시,129115.0,219.9,동구,2016-09-01,237.63210225445278,220.13596
2016,10,대전광역시,129228.0,179.46,동구,2016-10-01,181.9090947392214,180.47723
2016,11,대전광역시,129242.0,192.8,동구,2016-11-01,180.2120368439969,192.65205
2016,12,대전광역시,129324.0,200.13,동구,2016-12-01,190.172062912209,200.425
2017,1,대전광역시,129455.0,210.69,동구,2017-01-01,216.07612855553893,210.99518
2017,2,대전광역시,129370.0,216.0,동구,2017-02-01,217.49898795105062,216.13948
2017,3,대전광역시,129685.0,184.14,동구,2017-03-01,186.50036894062413,184.51971
2017,4,대전광역시,129646.0,193.09,동구,2017-04-01,192.26564102803195,192.18347
2017,5,대전광역시,129899.0,177.42,동구,2017-05-01,175.8940643193188,177.5045
2017,6,대전광역시,129942.0,177.86,동구,2017-06-01,180.5299728863502,178.01784
2017,7,대전광역시,130031.0,199.74,동구,2017-07-01,197.62275298503565,189.27238
2017,8,대전광역시,130249.0,242.86,동구,2017-08-01,252.84642940618141,242.89754
2017,9,대전광역시,130343.0,195.16,동구,2017-09-01,228.18348855937188,208.95901
2017,10,대전광역시,130378.0,175.92,동구,2017-10-01,180.29070163496365,175.81828
2017,11,대전광역시,130465.0,180.89,동구,2017-11-01,181.80522241651687,181.07004
2017,12,대전광역시,130544.0,199.89,동구,2017-12-01,191.5993193892383,199.71382
2018,1,대전광역시,132275.0,211.34,동구,2018-01-01,212.77740151206024,211.43303
2018,2,대전광역시,132429.0,214.8,동구,2018-02-01,213.3321576560785,215.33276
2018,3,대전광역시,132527.0,183.06,동구,2018-03-01,183.41409155944694,182.25203
2018,4,대전광역시,133139.0,189.3,동구,2018-04-01,191.39163884444645,188.82681
2018,5,대전광역시,134515.0,171.71,동구,2018-05-01,175.1899514833777,172.08789
2018,6,대전광역시,134533.0,176.42,동구,2018-06-01,179.76592127656815,176.3678
2018,7,대전광역시,134662.0,187.25,동구,2018-07-01,195.66987190446514,187.69307
2018,8,대전광역시,134661.0,293.98,동구,2018-08-01,253.38924324393167,292.96106
2018,9,대전광역시,134689.0,214.46,동구,2018-09-01,218.89317556891288,213.72101
2018,10,대전광역시,134669.0,168.25,동구,2018-10-01,179.06311868170215,168.3253
2018,11,대전광역시,134805.0,177.4,동구,2018-11-01,183.7197960380302,178.32214
2018,12,대전광역시,135035.0,191.07,동구,2018-12-01,193.2986806461036,191.14178
2019,1,대전광역시,135254.0,208.87,동구,2019-01-01,209.82814624936714,206.06198
2019,2,대전광역시,135383.0,206.44,동구,2019-02-01,209.71049156361227,206.12827
2019,3,대전광역시,135218.0,179.32,동구,2019-03-01,181.08705252624762,179.48842
2019,4,대전광역시,135196.0,192.66,동구,2019-04-01,191.4899638248722,193.62029
2019,5,대전광역시,135191.0,175.47,동구,2019-05-01,175.6395896832646,175.34222
2019,6,대전광역시,135204.0,177.7,동구,2019-06-01,180.34884660288228,177.5764
2019,7,대전광역시,135213.0,181.36,동구,2019-07-01,195.2752121629945,181.19196
2019,8,대전광역시,135203.0,250.84,동구,2019-08-01,255.55665878014494,277.78763
2019,9,대전광역시,135130.0,221.59,동구,2019-09-01,211.62048930233047,219.1621
2019,10,대전광역시,135047.0,179.76,동구,2019-10-01,180.3166591757902,179.22752
2019,11,대전광역시,135022.0,182.9,동구,2019-11-01,188.28654905463083,182.72943
2019,12,대전광역시,137314.0,189.28,동구,2019-12-01,197.5839388593863,189.3557
2020,1,대전광역시,137230.0,202.52,동구,2020-01-01,209.56471022982876,203.10378
2020,2,대전광역시,137013.0,204.49,동구,2020-02-01,208.98935352607504,205.14906
2020,3,대전광역시,136938.0,189.24,동구,2020-03-01,186.43583745325407,189.63406
2020,4,대전광역시,136705.0,192.64,동구,2020-04-01,190.379870653709,192.02608
2020,5,대전광역시,136539.0,178.92,동구,2020-05-01,174.19040354747625,178.99065
2020,6,대전광역시,136450.0,184.96,동구,2020-06-01,179.25455983159517,180.61554
2020,7,대전광역시,136331.0,192.35,동구,2020-07-01,197.9159540905024,192.79782
2020,8,대전광역시,136201.0,216.41,동구,2020-08-01,250.9617946176229,217.55605
2020,9,대전광역시,136240.0,251.14,동구,2020-09-01,236.66476456704982,250.3099
2020,10,대전광역시,136162.0,176.38,동구,2020-10-01,181.32529293735362,176.76033
2020,11,대전광역시,136163.0,187.05,동구,2020-11-01,180.02374870185415,187.08221
2020,12,대전광역시,136075.0,196.02,동구,2020-12-01,190.36652992460094,194.1267
2021,1,대전광역시,136123.0,222.26,동구,2021-01-01,216.6661100691188,221.59366
2021,2,대전광역시,136229.0,218.07,동구,2021-02-01,218.48448396577962,218.08475
2021,3,대전광역시,136342.0,185.31,동구,2021-03-01,187.83839272085842,190.10202
2021,4,대전광역시,136204.0,194.07,동구,2021-04-01,193.99396340572653,194.22722
2021,5,대전광역시,136233.0,180.13,동구,2021-05-01,178.0000950041862,181.36328
2021,6,대전광역시,136191.0,189.38,동구,2021-06-01,183.02630215522586,183.61475
2021,7,대전광역시,133762.0,206.66,동구,2021-07-01,200.49679056102025,206.9558
2021,8,대전광역시,133720.0,285.07,동구,2021-08-01,256.10841676133856,285.24826
2021,9,대전광역시,135423.0,216.41,동구,2021-09-01,231.833425693629,217.66252
2021,10,대전광역시,135412.0,185.65,동구,2021-10-01,184.31607403915183,185.06311
2021,11,대전광역시,135442.0,190.54,동구,2021-11-01,186.21854459961233,190.32706
2021,12,대전광역시,135490.0,196.79,동구,2021-12-01,196.3833814154415,196.58476
2022,1,대전광역시,135514.0,215.31,동구,2022-01-01,217.9445613761154,215.7938
2022,2,대전광역시,135587.0,216.93,동구,2022-02-01,218.88241535860516,217.58313
2022,3,대전광역시,135986.0,189.04,동구,2022-03-01,189.3103731160502,188.69725
2022,4,대전광역시,135867.0,197.69,동구,2022-04-01,197.66581234449967,196.75107
2022,5,대전광역시,135674.0,176.62,동구,2022-05-01,181.8298268641089,176.98352
2022,6,대전광역시,135609.0,182.75,동구,2022-06-01,186.78368861456667,182.94655
2022,7,대전광역시,135550.0,234.17,동구,2022-07-01,203.05334113656642,208.31651
2022,8,대전광역시,135614.0,268.28,동구,2022-08-01,261.12260352214423,275.02094
2022,9,대전광역시,135700.0,227.01,동구,2022-09-01,226.97642689324695,226.81682
2022,10,대전광역시,135719.0,185.85,동구,2022-10-01,187.4849742393464,186.03304
2022,11,대전광역시,136243.0,186.23,동구,2022-11-01,192.49154263678517,186.87157
2022,12,대전광역시,136239.0,195.77,동구,2022-12-01,202.31899416359585,195.64821
2023,1,대전광역시,136335.0,219.51,동구,2023-01-01,219.10531224958643,218.51595
2023,2,대전광역시,136324.0,216.29,동구,2023-02-01,219.24451004650302,215.56262
2023,3,대전광역시,136178.0,181.93,동구,2023-03-01,190.8530668000415,182.30757
2023,4,대전광역시,136043.0,189.63,동구,2023-04-01,201.39397902024132,190.17436
2023,5,대전광역시,136039.0,178.51,동구,2023-05-01,185.6771541575805,178.49768
2023,6,대전광역시,135871.0,185.44,동구,2023-06-01,190.52441199876841,184.86183
2023,7,대전광역시,135954.0,213.64,동구,2023-07-01,205.5843268378188,212.6436
2023,8,대전광역시,135916.0,275.69,동구,2023-08-01,266.0037743765226,276.21915
2023,9,대전광역시,135878.0,259.96,동구,2023-09-01,222.10253470019308,221.8238
2023,10,대전광역시,135942.0,190.31,동구,2023-10-01,190.83250760728023,191.31657
2023,11,대전광역시,136150.0,184.99,동구,2023-11-01,198.8373272875067,189.68085
2023,12,대전광역시,136218.0,196.0,동구,2023-12-01,208.16852012591326,196.12637
2024,1,대전광역시,137530.0,211.56,동구,2024-01-01,220.1495937630463,211.53436
2024,2,대전광역시,138555.0,209.35,동구,2024-02-01,219.57453932592603,210.01935
2024,3,대전광역시,138635.0,187.31,동구,2024-03-01,197.02130601868643,187.26807
2024,4,대전광역시,138696.0,189.11,동구,2024-04-01,200.96564148576743,188.63138
2024,5,대전광역시,141132.0,168.92,동구,2024-05-01,184.77626809138005,171.46332
2024,6,대전광역시,141347.0,177.0,동구,2024-06-01,189.8405212111021,177.48705
2024,7,대전광역시,141359.0,206.78,동구,2024-07-01,208.50200918184711,207.39969
2024,8,대전광역시,141471.0,286.15,동구,2024-08-01,261.54794654453656,291.18008
2024,9,대전광역시,141539.0,295.24,동구,2024-09-01,247.25091733118904,294.7718
2024,10,대전광역시,141464.0,217.19,동구,2024-10-01,191.9114465115118,216.99722
2024,11,대전광역시,141534.0,180.95,동구,2024-11-01,190.60990311309928,180.88203
2024,12,대전광역시,141719.0,187.86,동구,2024-12-01,200.95268514595938,187.9324
2025,1,,,,동구,,227.2522652860961,220.83946
2025,2,,,,동구,,229.07063917840225,217.1726
2025,3,,,,동구,,198.4245479294848,191.21852
2025,4,,,,동구,,204.5801186099881,198.74927
2025,5,,,,동구,,188.58625021717327,176.1489
2025,6,,,,동구,,193.61245737732145,188.28232
2025,7,,,,동구,,211.08294579191045,213.91522
2025,8,,,,동구,,266.69457200128426,281.49747
2025,9,,,,동구,,242.41958094267306,260.9898
2025,10,,,,동구,,194.90222929718556,208.74657
